city,name,room_type,price,minimum_nights,num_reviews,house_rules,maximum_occupancy
New Orleans,Luxury apartment in neighborhood,Entire home/apt,961.0,1.0,1.0,No parties & No smoking,4
New Bern,Private room in homey roosevelt island apartment,Private room,499.0,2.0,2.0,No smoking,2
Montrose,Cool new 1br apt - 1block from l&m,Private room,868.0,7.0,2.0,No smoking & No pets,2
Christiansted,Nice private room in astoria,Private room,1178.0,1.0,4.0,No parties & No children under 10,2
Chicago,Discounted! cute unique 2br apartment in soho,Entire home/apt,781.0,2.0,4.0,No parties,2
Washington,Cozy studio in the heart of city,Entire home/apt,826.0,5.0,5.0,No parties,3
Long Beach,Cozy two bedrooms home away from home  getaway.,Entire home/apt,914.0,2.0,5.0,No pets & No children under 10,3
Cedar City,Luz lunar bibis,Private room,1066.0,1.0,5.0,No children under 10 & No visitors,1
Daytona Beach,Modern city city penthouse w/ incredible views,Entire home/apt,469.0,30.0,2.0,No visitors,2
Yuma,Room in conveniently located charming apartment,Private room,397.0,5.0,3.0,No parties & No pets & No visitors,2
Albany,"Sun, 1 bedroom in bedstuy, city",Entire home/apt,160.0,7.0,4.0,No smoking,2
Anchorage,Spacious bedroom with king bed in light-filled apt,Private room,64.0,5.0,2.0,No smoking & No pets,1
Appleton,One bedroom apartment in the heart of astoria,Entire home/apt,824.0,14.0,2.0,No children under 10,7
Charleston,Elegant studio in the ues,Entire home/apt,350.0,8.0,3.0,No children under 10,2
Cleveland,Spacious studio in e flatbush,Entire home/apt,827.0,1.0,3.0,No visitors,6
Raleigh,Yuge sunlit furnished room!,Private room,600.0,30.0,5.0,No smoking & No parties,1
Knoxville,Private 1 bdrm suite in historic brownstone,Private room,479.0,2.0,2.0,No visitors,2
Williston,Warm little building 温馨小筑 따뜻한 작은 건물 g,Private room,1140.0,1.0,4.0,No children under 10,1
Jacksonville,Charming attic room in home + backyard/near metro,Private room,249.0,3.0,1.0,No parties & No pets,2
Kahului,Amazing 1bd in neighborhood,Entire home/apt,147.0,6.0,4.0,No smoking & No pets,3
San Francisco,Great 1 bedroom on upper east,Entire home/apt,484.0,2.0,1.0,No parties,2
Sault Ste. Marie,1 bedroom apart in spanish neighborhood,Entire home/apt,431.0,2.0,4.0,No pets,2
San Antonio,"Neighborhood gardens flat, large room private bath",Private room,172.0,3.0,1.0,No smoking & No children under 10,1
Twin Falls,☆☆☆luxurious couple's retreat☆☆☆,Private room,336.0,1.0,3.0,No pets & No parties,2
Jackson,Modern high rise studio w/ amazing views (sublet),Entire home/apt,623.0,7.0,5.0,No parties & No smoking & No visitors,2
Philadelphia,Gorgeous lower city studio for summer sublet,Entire home/apt,962.0,35.0,4.0,No pets,4
Provo,A cozy city studio apartment 20 minutes to union sq,Entire home/apt,321.0,4.0,4.0,No pets,2
Redding,"Artist retreat in east neighborhood, city",Entire home/apt,233.0,2.0,5.0,No pets & No parties & No visitors,3
Waterloo,Garden duplex close to park,Entire home/apt,859.0,3.0,5.0,No visitors & No smoking,8
San Angelo,Beautiful bedroom in trendy neighborhood!,Private room,479.0,1.0,5.0,No smoking & No parties,1
Pasco,Huge sunlit 1bd in heart of neighborhood king bed!,Entire home/apt,729.0,3.0,5.0,No visitors & No pets & No smoking,4
Redding,"Cozy living room sofa bed,close to airport/airport/subway",Shared room,975.0,1.0,4.0,No pets & No parties & No children under 10,1
San Juan,Artist penthouse,Entire home/apt,846.0,1.0,4.0,No visitors,5
Fort Myers,"Spacious and cozy apartment, minutes to city!",Private room,1019.0,2.0,5.0,No children under 10 & No smoking,2
Devils Lake,New: 2 br steps from downtownuare,Entire home/apt,295.0,3.0,3.0,No parties & No pets,3
Yakima,Spacious apartment in crown heights,Entire home/apt,173.0,3.0,3.0,No parties & No smoking,2
Laredo,Neighborhood studio apt.,Entire home/apt,1054.0,5.0,3.0,No visitors & No parties,2
Greenville,Sun and cozy bedroom near columbia university,Private room,842.0,3.0,2.0,No parties & No smoking & No visitors,2
Tucson,Neighborhood clean & comfy space,Private room,373.0,1.0,5.0,No pets & No smoking & No parties,2
Charleston,"Bright, spacious, ensuite bedroom in neighborhood",Private room,573.0,1.0,4.0,No children under 10 & No pets,2
Pellston,Airy and bright room. prospect park,Shared room,214.0,1.0,1.0,No smoking & No pets & No visitors,1
State College,Exclusive 2 bedrooms in lovely apartment in nolita,Private room,1167.0,6.0,2.0,No pets & No visitors,1
Pasco,1940's historic city townhome,Entire home/apt,597.0,5.0,4.0,No visitors,3
Greer,Quiet comfortable  near downtown.,Private room,676.0,2.0,1.0,No smoking,2
Wilmington,A lovely one bedroom apartment!,Entire home/apt,882.0,10.0,5.0,No parties,8
Palm Springs,The best you can find,Entire home/apt,894.0,3.0,4.0,No pets & No children under 10,2
Christiansted,"Central city
beautiful rooms
room vista",Private room,899.0,2.0,2.0,No children under 10 & No visitors,2
Stillwater,"West soho apartment, one bedroom",Entire home/apt,311.0,2.0,3.0,No visitors & No smoking,2
Medford,☆ home away from home <3 of city! ☆ 2br entire home,Entire home/apt,885.0,4.0,3.0,No smoking & No parties,4
Barrow,Amazing 2 bedroom apt . recently renovated.,Entire home/apt,1082.0,5.0,4.0,No parties & No pets,10
Santa Rosa,Spacious private 2br with backyard neighborhood,Entire home/apt,309.0,2.0,2.0,No parties & No smoking & No pets,2
Mosinee,Where dreams are made of city,Shared room,212.0,1.0,3.0,No smoking & No children under 10,1
Devils Lake,Large private 1br with backyard - neighborhood,Entire home/apt,995.0,7.0,1.0,No children under 10,4
Dickinson,Luxury apartment (1 bedroom w/ twin beds),Private room,1052.0,1.0,4.0,No smoking & No parties,1
Bozeman,Decatur street limestone an urban zen  experience,Entire home/apt,466.0,3.0,2.0,No children under 10,3
Salisbury,Master room in downtown queens city,Private room,771.0,16.0,3.0,No parties & No pets & No visitors,1
Panama City,Cozy apartment (east neighborhood),Entire home/apt,361.0,3.0,3.0,No pets & No visitors,2
Colorado Springs,Room in sun art-filled apartment,Private room,779.0,1.0,4.0,No smoking & No visitors,1
Huntsville,Sun neighborhood apartment,Entire home/apt,1037.0,4.0,5.0,No parties,9
Spokane,Brand new luxury apartment with breathtaking views,Entire home/apt,405.0,4.0,3.0,No parties,2
Santa Rosa,Sonder | 116 john | lovely studio + gym,Entire home/apt,1087.0,29.0,5.0,No pets & No children under 10 & No visitors,7
Cedar Rapids,Huge townhouse near park!,Entire home/apt,372.0,7.0,1.0,No pets & No parties & No visitors,3
Panama City,Neighborhood pied-à-terre,Entire home/apt,283.0,3.0,3.0,No parties & No pets,3
Rockford,The heart of city,Entire home/apt,154.0,30.0,2.0,No children under 10 & No visitors & No pets,3
San Francisco,Perfect location! your oasis in heart of neighborhood,Private room,432.0,3.0,2.0,No smoking & No parties & No pets,2
Pago Pago,Comfortable & clean zen bedroom,Entire home/apt,357.0,1.0,1.0,No children under 10,3
Midland,"J- luxury shared room, ac free wifi+cable garden",Shared room,778.0,4.0,3.0,No parties,1
Flagstaff,Lower east dream room!,Private room,1155.0,2.0,2.0,No children under 10,1
Hartford,Quaint sun cobble hill brownstone,Entire home/apt,1170.0,4.0,2.0,No smoking,7
San Juan,Colorful 1 bedroom in the heart of the e. village,Entire home/apt,337.0,30.0,5.0,No smoking,2
Lake Charles,One bedroom apt near downtownuare,Entire home/apt,724.0,3.0,1.0,No visitors,5
Tucson,Smart home in the heart of neighborhood,Entire home/apt,499.0,2.0,2.0,No children under 10 & No smoking,3
San Diego,Neighborhood garden oasis in  city city brownstone,Entire home/apt,368.0,31.0,5.0,No visitors,3
Gunnison,Spacious bed and bathroom in city,Private room,406.0,1.0,2.0,No visitors & No smoking,1
Ogden,Luxury neighborhood in city-east 86th st/5th ave,Entire home/apt,685.0,30.0,2.0,No smoking & No visitors,4
Des Moines,"Spacious, sun, 1br in neighborhood east with doorman",Entire home/apt,83.0,3.0,1.0,No pets,3
Kotzebue,City bedstuy pied-a-terre,Entire home/apt,86.0,1.0,3.0,No children under 10,2
Green Bay,City art cove,Private room,237.0,1.0,2.0,No pets & No parties & No visitors,2
Sault Ste. Marie,Shared room in nice surroundings in ridgewood!!,Shared room,351.0,31.0,4.0,No visitors,1
Mobile,Private room in a quiet apartment,Private room,985.0,1.0,3.0,No parties,2
Sacramento,Warm & cozy,Private room,576.0,3.0,2.0,No visitors & No smoking & No parties,2
Fort Lauderdale,Private bedroom & bathroom  tribeca,Private room,856.0,3.0,4.0,No parties,2
Houston,Private bedroom in artsy city apartment.,Private room,488.0,3.0,3.0,No smoking,1
Pocatello,"15 min  city. quiet, safe, clean, good  price",Shared room,239.0,7.0,4.0,No parties,1
Amarillo,Private master bedroom w/garden 14 min to union sq,Private room,869.0,1.0,5.0,No smoking,1
Cheyenne,Sweet super bowl accomodations,Entire home/apt,502.0,5.0,2.0,No parties & No pets,5
Greer,Private studio steps from herald square ☆,Entire home/apt,84.0,1.0,2.0,No parties,3
Aspen,Modern sun studio in lower east side,Entire home/apt,1135.0,1.0,2.0,No parties,7
Saipan,Neighborhood studio w/ balco & stunning view,Entire home/apt,517.0,4.0,2.0,No smoking,4
Binghamton,"Scandinavian ""hygge"" in bed stuy city",Entire home/apt,1151.0,4.0,5.0,No visitors,8
Waco,Large-sun-private room & bathroom in ues hi rise,Private room,1104.0,3.0,2.0,No pets & No smoking,2
North Bend,Beautiful historic neighborhood townhouse,Private room,440.0,1.0,5.0,No smoking & No pets & No parties,2
Hays,Good vibes and best location in neighborhood,Entire home/apt,126.0,2.0,5.0,No pets,3
Minneapolis,Nurturing room in a 3 bedroom apt.,Private room,1168.0,3.0,1.0,No children under 10,1
Providence,La greka,Private room,633.0,14.0,2.0,No pets,1
Ithaca,Garden studio w/ private entry&bath. no smokers.,Private room,681.0,3.0,2.0,No visitors,1
Omaha,Suite dante-15 min park+free street park,Entire home/apt,1103.0,30.0,5.0,No children under 10 & No visitors,9
La Crosse,One bedroom in the village,Entire home/apt,1183.0,7.0,4.0,No visitors & No parties,10
Knoxville,Charming bedroom with huge terrace in neighborhood,Private room,712.0,2.0,3.0,No parties & No children under 10 & No visitors,1
Watertown,Family friendly getaway,Entire home/apt,530.0,28.0,1.0,No pets & No visitors & No children under 10,4
Idaho Falls,"Roomy fidi 1br w/ gym, roof deck + doorman by blueground",Entire home/apt,758.0,30.0,2.0,No children under 10,7
Bozeman,Amazing 1 bedroom | 1 bedroom | skyline view,Entire home/apt,220.0,30.0,2.0,No pets & No children under 10 & No parties,2
Wichita,Lg bright apartment,Private room,129.0,21.0,4.0,No smoking & No visitors,2
Iron Mountain,Summer vibes,Entire home/apt,1034.0,2.0,5.0,No smoking,8
Arcata,2 bedrooms with room for 4,Entire home/apt,291.0,30.0,3.0,No visitors & No parties,2
Charleston,"Large, stylish, airy neighborhood loft apartment!",Entire home/apt,430.0,3.0,2.0,No children under 10 & No parties & No visitors,3
Tampa,Spacious 1+ bedroom apt in city,Entire home/apt,547.0,1.0,5.0,No smoking & No parties & No children under 10,2
Atlanta,Charming carroll gardens 2 br,Entire home/apt,576.0,1.0,2.0,No parties,4
Watertown,Paris in city cozy private entrance&bath bkfst,Private room,238.0,2.0,2.0,No visitors,2
Sarasota,Sofa bed space for rent nightly,Shared room,340.0,1.0,5.0,No pets & No smoking,1
Joplin,"Modern,elegant,private,with parking spot,safe area",Entire home/apt,726.0,1.0,3.0,No parties & No pets,6
Deadhorse,Superbowlsunday! 3block from timesq,Entire home/apt,551.0,1.0,2.0,No visitors & No children under 10,3
Newport News,A zen oasis in the neighborhood,Private room,551.0,4.0,4.0,No visitors & No children under 10 & No parties,2
Eugene,Entire 1 br neighborhood apt,Entire home/apt,766.0,7.0,1.0,No smoking,3
Nantucket,Deluxe studio view empire state #8,Entire home/apt,574.0,1.0,3.0,No pets & No parties,2
Gulfport,Handmade artist loft,Private room,767.0,3.0,5.0,No visitors & No smoking,2
Montgomery,Prime location-east 62nd/beautifully appointed 1br,Entire home/apt,926.0,30.0,5.0,No smoking,2
Walla Walla,Lovely city room with balco,Private room,238.0,18.0,4.0,No pets & No parties & No visitors,2
Bend,Nice place in city .,Private room,815.0,5.0,5.0,No parties,2
Alexandria,Modern  studio in east flatbush,Entire home/apt,131.0,1.0,4.0,No pets & No children under 10,3
Charleston,Spacious home in south city,Private room,580.0,1.0,4.0,No children under 10,2
Fresno,"Homey private room in inwood, city",Private room,198.0,2.0,3.0,No visitors,2
Paducah,"Neighborhood studio, sun & quiet",Entire home/apt,589.0,4.0,5.0,No pets & No smoking & No children under 10,4
Springfield,Stylish city art loft '3',Private room,421.0,3.0,5.0,No visitors & No smoking,2
Toledo,Summer 2019 modern 2 bedroom flat city city,Entire home/apt,284.0,3.0,5.0,No parties & No smoking,2
Sun Valley,Discounted! quiet 1 br next to downtownuare,Entire home/apt,441.0,2.0,4.0,No parties & No smoking,2
Nome,Gorgeous  studio in neighborhood east,Entire home/apt,699.0,30.0,3.0,No pets & No smoking,2
Decatur,Mott haven dorm-bed h,Shared room,477.0,1.0,2.0,No visitors & No parties & No children under 10,1
Fort Dodge,Amazing studio in downtownuare,Entire home/apt,703.0,2.0,5.0,No smoking,7
Jamestown,Room with view and bath,Private room,268.0,1.0,3.0,No smoking & No parties,2
Pocatello,Studio apartment in upper east side,Entire home/apt,366.0,7.0,5.0,No smoking & No pets,2
Fayetteville,Light-filled south slope nest!,Entire home/apt,790.0,2.0,2.0,No children under 10,2
Colorado Springs,"Quiet, sun, renovated",Entire home/apt,1013.0,15.0,5.0,No visitors,6
Eugene,Sun one bedroom on the upper east side,Entire home/apt,336.0,2.0,1.0,No parties,2
Newark,Rustic modern city apartment,Entire home/apt,294.0,30.0,3.0,No pets,2
Honolulu,"Bright, airy neighborhood retreat!great location!",Entire home/apt,466.0,3.0,2.0,No parties,4
Nashville,Charming 1br with sun-nook in city,Entire home/apt,256.0,3.0,4.0,No children under 10 & No pets & No smoking,2
Dallas,Charming suite in historic home,Entire home/apt,348.0,1.0,3.0,No parties & No children under 10,3
Salt Lake City,Spacious & sun city home,Entire home/apt,117.0,4.0,4.0,No visitors & No smoking,2
Valparaiso,Super chic shared room for a guy near park,Shared room,59.0,30.0,1.0,No children under 10 & No parties,1
Wrangell,"1st floor, room #7 (9' x 12')",Private room,339.0,7.0,4.0,No visitors,1
Marquette,2 bedroom midcentury city brownstone apartment,Entire home/apt,372.0,2.0,4.0,No parties & No smoking,2
Dubuque,Sun 1 bd  apartment - historic brownstone apt #2,Entire home/apt,191.0,30.0,2.0,No pets & No parties,3
Myrtle Beach,Neighborhood domino park prime location 2 bedroom,Entire home/apt,461.0,7.0,5.0,No parties,4
Valdosta,Sun 1 br in city,Entire home/apt,722.0,3.0,1.0,No smoking,5
Newark,Sonder | stock exchange | ideal 1br + kitchen,Entire home/apt,903.0,2.0,4.0,No pets,9
Decatur,Cheap & comfy huge private room!,Private room,371.0,4.0,5.0,No pets & No smoking,1
Pensacola,1d  private rm  in guesthouse city,Private room,378.0,1.0,3.0,No visitors & No parties,1
St. Petersburg,Large 3bd 2 bath duplex in prime neighborhood!,Entire home/apt,1049.0,2.0,4.0,No parties & No children under 10 & No visitors,7
Johnstown,Tranquility in a sun  duplex w/private bathroom,Private room,158.0,1.0,1.0,No pets & No children under 10 & No visitors,2
Newburgh,Heart of neighborhood living - city to it's fullest!,Entire home/apt,884.0,1.0,4.0,No children under 10,6
Manchester,Neighborhood gem: sleep up to 5,Entire home/apt,486.0,2.0,1.0,No smoking,4
Amarillo,"Stunning, huge 1 bed apartment, steps from train!",Entire home/apt,900.0,4.0,3.0,No parties & No smoking,9
Great Falls,Amazing luxury 1 bedroom apartment,Entire home/apt,878.0,30.0,1.0,No children under 10,8
Richmond,Centrally  located beautiful escape,Private room,828.0,1.0,5.0,No parties,2
Helena,"Charming central 1- bedroom apartment, gramercy",Entire home/apt,1058.0,10.0,5.0,No pets,8
Lewiston,Cozy apartment,Private room,1185.0,7.0,3.0,No smoking & No children under 10,1
Dothan,**spacious 47th-floor apt** convenient location,Entire home/apt,849.0,3.0,3.0,No pets,8
Knoxville,Huge quiet modern oasis,Entire home/apt,1165.0,2.0,2.0,No smoking & No parties,8
Columbia,Light-filled cozy neighborhood city two bedroom,Entire home/apt,1030.0,30.0,5.0,No children under 10 & No visitors,10
Raleigh,Private bedroom in gorgeous city apartment!,Private room,659.0,1.0,5.0,No pets,1
Amarillo,Spacious retreat,Entire home/apt,528.0,2.0,4.0,No smoking,5
Brainerd,Spacious sun drenched brick encrusted loft,Entire home/apt,741.0,4.0,4.0,No visitors & No parties,3
Erie,Spacious 1 bd in neighborhood next to l train,Entire home/apt,454.0,1.0,3.0,No children under 10 & No parties,2
Cedar Rapids,Stay 10 minutes away from downtownuare 63f2,Private room,719.0,7.0,3.0,No smoking,2
Manhattan,Peaceful bed w breakfast - city,Private room,675.0,3.0,3.0,No children under 10 & No visitors,2
Portland,True 2 bedroom apartment in the heart of the les,Entire home/apt,1094.0,2.0,1.0,No pets & No parties,10
St. Louis,Peaceful room in neighborhood,Private room,79.0,1.0,3.0,No parties,1
