flight_number,price,departure_time,arrival_time,actual_elapsed_time,flight_date,departure_city,arrival_city,distance
F3919843,56,10:55,12:16,1 hours 21 minutes,2022-03-26,Washington,New York,229.0
F3919844,92,11:24,12:32,1 hours 8 minutes,2022-03-26,New York,Washington,229.0
F3919849,92,12:21,13:44,1 hours 23 minutes,2022-03-26,Washington,New York,229.0
F3919854,74,07:55,09:09,1 hours 14 minutes,2022-03-26,New York,Washington,229.0
F3919856,91,13:20,14:25,1 hours 5 minutes,2022-03-26,New York,Washington,229.0
F3919863,95,17:32,18:45,1 hours 13 minutes,2022-03-26,Washington,New York,229.0
F3919876,109,19:21,20:32,1 hours 11 minutes,2022-03-26,New York,Washington,229.0
F3919880,107,17:02,18:16,1 hours 14 minutes,2022-03-26,Washington,New York,229.0
F3919886,98,14:53,16:40,1 hours 47 minutes,2022-03-26,Newark,Columbus,463.0
F3919890,102,19:50,20:58,1 hours 8 minutes,2022-03-26,New York,Washington,229.0
F3919892,54,18:43,19:54,1 hours 11 minutes,2022-03-26,New York,Washington,229.0
F3919893,79,14:43,15:59,1 hours 16 minutes,2022-03-26,New York,Washington,229.0
F3920004,87,15:22,16:34,1 hours 12 minutes,2022-03-26,Washington,New York,229.0
F3920006,48,06:37,08:01,1 hours 24 minutes,2022-03-26,Washington,New York,229.0
F3920012,99,08:05,09:10,1 hours 5 minutes,2022-03-26,Washington,New York,229.0
F3920016,82,13:21,15:01,1 hours 40 minutes,2022-03-26,Washington,New York,229.0
F3920298,86,15:38,16:52,1 hours 14 minutes,2022-03-25,New York,Washington,229.0
F3920300,100,10:14,11:37,1 hours 23 minutes,2022-03-25,New York,Washington,229.0
F3920315,50,10:19,11:25,1 hours 6 minutes,2022-03-25,Washington,New York,229.0
F3920317,62,11:01,12:32,1 hours 31 minutes,2022-03-25,Washington,New York,229.0
F3920319,91,11:52,13:37,1 hours 45 minutes,2022-03-25,New York,Washington,229.0
F3920337,82,12:23,13:47,1 hours 24 minutes,2022-03-25,Washington,New York,229.0
F3920358,83,07:52,09:03,1 hours 11 minutes,2022-03-25,New York,Washington,229.0
F3920360,92,13:22,14:31,1 hours 9 minutes,2022-03-25,New York,Washington,229.0
F3920373,56,17:34,19:20,1 hours 46 minutes,2022-03-25,Washington,New York,229.0
F3920403,109,19:27,20:33,1 hours 6 minutes,2022-03-25,New York,Washington,229.0
F3920416,108,17:02,18:12,1 hours 10 minutes,2022-03-25,Washington,New York,229.0
F3920424,177,14:58,16:48,1 hours 50 minutes,2022-03-25,Newark,Columbus,463.0
F3920430,68,19:55,21:13,1 hours 18 minutes,2022-03-25,New York,Washington,229.0
F3920432,78,17:26,18:45,1 hours 19 minutes,2022-03-25,New York,Washington,229.0
F3920434,55,14:48,15:56,1 hours 8 minutes,2022-03-25,New York,Washington,229.0
F3920563,58,15:16,16:19,1 hours 3 minutes,2022-03-25,Washington,New York,229.0
F3920566,77,20:28,21:49,1 hours 21 minutes,2022-03-25,Washington,New York,229.0
F3920577,59,08:04,09:35,1 hours 31 minutes,2022-03-25,Washington,New York,229.0
F3920581,79,14:00,15:13,1 hours 13 minutes,2022-03-25,Washington,New York,229.0
F3920886,99,16:33,18:13,1 hours 40 minutes,2022-03-24,New York,Washington,229.0
F3920889,113,10:07,12:05,1 hours 58 minutes,2022-03-24,New York,Washington,229.0
F3920903,52,09:00,10:34,1 hours 34 minutes,2022-03-24,Washington,New York,229.0
F3920905,58,11:29,13:11,1 hours 42 minutes,2022-03-24,Washington,New York,229.0
F3920907,47,11:17,13:44,2 hours 27 minutes,2022-03-24,New York,Washington,229.0
F3920923,51,12:55,13:56,1 hours 1 minutes,2022-03-24,Washington,New York,229.0
F3920944,97,07:56,09:38,1 hours 42 minutes,2022-03-24,New York,Washington,229.0
F3920946,113,13:38,15:21,1 hours 43 minutes,2022-03-24,New York,Washington,229.0
F3920959,77,19:27,20:55,1 hours 28 minutes,2022-03-24,Washington,New York,229.0
F3920990,102,21:17,22:41,1 hours 24 minutes,2022-03-24,New York,Washington,229.0
F3921004,75,19:25,20:44,1 hours 19 minutes,2022-03-24,Washington,New York,229.0
F3921020,87,21:13,00:05,2 hours 52 minutes,2022-03-24,New York,Washington,229.0
F3921022,72,17:44,19:23,1 hours 39 minutes,2022-03-24,New York,Washington,229.0
F3921024,76,14:45,16:31,1 hours 46 minutes,2022-03-24,New York,Washington,229.0
F3921153,88,15:48,16:58,1 hours 10 minutes,2022-03-24,Washington,New York,229.0
F3921156,81,01:20,02:18,0 hours 58 minutes,2022-03-24,Washington,New York,229.0
F3921167,96,08:03,09:39,1 hours 36 minutes,2022-03-24,Washington,New York,229.0
F3921171,105,14:02,15:43,1 hours 41 minutes,2022-03-24,Washington,New York,229.0
F3921476,83,15:25,16:51,1 hours 26 minutes,2022-03-23,New York,Washington,229.0
F3921479,62,10:10,11:25,1 hours 15 minutes,2022-03-23,New York,Washington,229.0
F3921493,59,09:00,10:21,1 hours 21 minutes,2022-03-23,Washington,New York,229.0
F3921495,105,11:03,12:29,1 hours 26 minutes,2022-03-23,Washington,New York,229.0
F3921497,64,11:19,12:39,1 hours 20 minutes,2022-03-23,New York,Washington,229.0
F3921513,92,12:18,13:41,1 hours 23 minutes,2022-03-23,Washington,New York,229.0
F3921534,113,07:50,09:07,1 hours 17 minutes,2022-03-23,New York,Washington,229.0
F3921536,70,13:20,14:26,1 hours 6 minutes,2022-03-23,New York,Washington,229.0
F3921549,78,17:40,19:20,1 hours 40 minutes,2022-03-23,Washington,New York,229.0
F3921580,47,19:24,20:43,1 hours 19 minutes,2022-03-23,New York,Washington,229.0
F3921594,78,17:01,18:57,1 hours 56 minutes,2022-03-23,Washington,New York,229.0
F3921610,103,19:50,21:13,1 hours 23 minutes,2022-03-23,New York,Washington,229.0
F3921612,96,17:25,18:55,1 hours 30 minutes,2022-03-23,New York,Washington,229.0
F3921614,70,14:43,16:31,1 hours 48 minutes,2022-03-23,New York,Washington,229.0
F3921741,107,15:18,16:48,1 hours 30 minutes,2022-03-23,Washington,New York,229.0
F3921744,82,20:28,21:42,1 hours 14 minutes,2022-03-23,Washington,New York,229.0
F3921755,110,08:06,09:22,1 hours 16 minutes,2022-03-23,Washington,New York,229.0
F3921759,97,13:17,14:58,1 hours 41 minutes,2022-03-23,Washington,New York,229.0
F3922023,122,21:15,23:03,1 hours 48 minutes,2022-03-22,Houston,Fayetteville,438.0
F3922028,218,16:52,18:41,1 hours 49 minutes,2022-03-22,Houston,Fayetteville,438.0
F3922249,193,19:18,20:52,1 hours 34 minutes,2022-03-22,Fayetteville,Houston,438.0
F3922578,109,11:56,13:50,1 hours 54 minutes,2022-03-21,Fayetteville,Houston,438.0
F3922617,159,14:37,16:35,1 hours 58 minutes,2022-03-21,Houston,Fayetteville,438.0
F3922802,93,06:23,08:17,1 hours 54 minutes,2022-03-21,Fayetteville,Houston,438.0
F3922842,107,17:22,19:28,2 hours 6 minutes,2022-03-21,Fayetteville,Houston,438.0
F3922844,269,06:23,08:19,1 hours 56 minutes,2022-03-21,Wichita,Houston,542.0
F3922867,204,09:36,11:11,1 hours 35 minutes,2022-03-21,Houston,Fayetteville,438.0
F3922870,205,20:27,23:02,2 hours 35 minutes,2022-03-21,Houston,Wichita,542.0
F3922874,219,09:35,11:14,1 hours 39 minutes,2022-03-21,Houston,Wichita,542.0
F3923173,149,11:50,13:31,1 hours 41 minutes,2022-03-20,Fayetteville,Houston,438.0
F3923206,189,19:39,21:11,1 hours 32 minutes,2022-03-20,Houston,Fayetteville,438.0
F3923211,101,14:30,16:17,1 hours 47 minutes,2022-03-20,Houston,Fayetteville,438.0
F3923283,56,06:02,07:01,0 hours 59 minutes,2022-03-20,Ithaca,Newark,172.0
F3923304,54,19:13,20:23,1 hours 10 minutes,2022-03-20,Ithaca,Newark,172.0
F3923347,83,22:14,23:10,0 hours 56 minutes,2022-03-20,Newark,Ithaca,172.0
F3923348,42,17:44,18:46,1 hours 2 minutes,2022-03-20,Newark,Ithaca,172.0
F3923377,102,06:23,08:13,1 hours 50 minutes,2022-03-20,Fayetteville,Houston,438.0
F3923416,204,17:06,18:50,1 hours 44 minutes,2022-03-20,Fayetteville,Houston,438.0
F3923418,111,06:25,08:19,1 hours 54 minutes,2022-03-20,Wichita,Houston,542.0
F3923439,157,09:29,11:04,1 hours 35 minutes,2022-03-20,Houston,Fayetteville,438.0
F3923442,129,20:08,21:50,1 hours 42 minutes,2022-03-20,Houston,Wichita,542.0
F3923447,261,09:30,11:26,1 hours 56 minutes,2022-03-20,Houston,Wichita,542.0
F3923809,48,15:24,16:40,1 hours 16 minutes,2022-03-19,New York,Washington,229.0
F3923810,107,10:11,11:21,1 hours 10 minutes,2022-03-19,New York,Washington,229.0
F3923816,90,09:13,10:27,1 hours 14 minutes,2022-03-19,Washington,New York,229.0
F3923818,88,11:09,13:01,1 hours 52 minutes,2022-03-19,Washington,New York,229.0
F3923819,84,11:23,12:28,1 hours 5 minutes,2022-03-19,New York,Washington,229.0
F3923823,64,12:16,13:50,1 hours 34 minutes,2022-03-19,Washington,New York,229.0
F3923828,111,07:55,09:13,1 hours 18 minutes,2022-03-19,New York,Washington,229.0
F3923829,100,13:35,14:47,1 hours 12 minutes,2022-03-19,New York,Washington,229.0
F3923835,97,17:34,18:49,1 hours 15 minutes,2022-03-19,Washington,New York,229.0
F3923848,107,19:27,21:28,2 hours 1 minutes,2022-03-19,New York,Washington,229.0
F3923853,59,17:04,18:14,1 hours 10 minutes,2022-03-19,Washington,New York,229.0
F3923862,60,19:51,21:40,1 hours 49 minutes,2022-03-19,New York,Washington,229.0
F3923863,69,17:28,19:06,1 hours 38 minutes,2022-03-19,New York,Washington,229.0
F3923864,49,14:47,16:11,1 hours 24 minutes,2022-03-19,New York,Washington,229.0
F3923909,175,06:23,08:20,1 hours 57 minutes,2022-03-19,Wichita,Houston,542.0
F3923931,167,20:24,22:04,1 hours 40 minutes,2022-03-19,Houston,Wichita,542.0
F3923935,192,09:32,11:24,1 hours 52 minutes,2022-03-19,Houston,Wichita,542.0
F3923985,58,15:24,16:44,1 hours 20 minutes,2022-03-19,Washington,New York,229.0
F3923987,74,20:25,22:11,1 hours 46 minutes,2022-03-19,Washington,New York,229.0
F3923995,53,08:03,09:23,1 hours 20 minutes,2022-03-19,Washington,New York,229.0
F3923999,110,13:23,14:25,1 hours 2 minutes,2022-03-19,Washington,New York,229.0
F3924288,87,15:29,16:44,1 hours 15 minutes,2022-03-18,New York,Washington,229.0
F3924291,112,10:14,11:21,1 hours 7 minutes,2022-03-18,New York,Washington,229.0
F3924304,102,09:01,10:27,1 hours 26 minutes,2022-03-18,Washington,New York,229.0
F3924306,58,11:25,13:17,1 hours 52 minutes,2022-03-18,Washington,New York,229.0
F3924308,55,11:25,12:38,1 hours 13 minutes,2022-03-18,New York,Washington,229.0
F3924327,75,12:20,13:46,1 hours 26 minutes,2022-03-18,Washington,New York,229.0
F3924332,62,05:59,07:41,1 hours 42 minutes,2022-03-18,Ithaca,Newark,172.0
F3924349,97,13:48,15:04,1 hours 16 minutes,2022-03-18,New York,Washington,229.0
F3924359,62,19:08,20:43,1 hours 35 minutes,2022-03-18,Ithaca,Newark,172.0
F3924362,89,17:35,18:48,1 hours 13 minutes,2022-03-18,Washington,New York,229.0
F3924393,98,19:26,20:47,1 hours 21 minutes,2022-03-18,New York,Washington,229.0
F3924405,65,22:55,23:58,1 hours 3 minutes,2022-03-18,Newark,Ithaca,172.0
F3924406,45,17:56,18:42,0 hours 46 minutes,2022-03-18,Newark,Ithaca,172.0
F3924407,58,17:03,18:44,1 hours 41 minutes,2022-03-18,Washington,New York,229.0
F3924423,101,19:51,21:11,1 hours 20 minutes,2022-03-18,New York,Washington,229.0
F3924425,105,17:27,18:42,1 hours 15 minutes,2022-03-18,New York,Washington,229.0
F3924427,51,14:50,16:00,1 hours 10 minutes,2022-03-18,New York,Washington,229.0
F3924556,105,15:36,16:51,1 hours 15 minutes,2022-03-18,Washington,New York,229.0
F3924559,113,20:41,21:56,1 hours 15 minutes,2022-03-18,Washington,New York,229.0
F3924571,76,08:06,09:23,1 hours 17 minutes,2022-03-18,Washington,New York,229.0
F3924575,59,13:23,14:31,1 hours 8 minutes,2022-03-18,Washington,New York,229.0
F3924901,59,11:00,12:30,1 hours 30 minutes,2022-03-17,Washington,New York,229.0
F3924942,52,07:54,09:26,1 hours 32 minutes,2022-03-17,New York,Washington,229.0
F3925022,105,15:06,16:33,1 hours 27 minutes,2022-03-17,New York,Washington,229.0
F3925474,105,15:33,16:44,1 hours 11 minutes,2022-03-16,New York,Washington,229.0
F3925477,55,10:06,11:24,1 hours 18 minutes,2022-03-16,New York,Washington,229.0
F3925491,59,09:22,10:34,1 hours 12 minutes,2022-03-16,Washington,New York,229.0
F3925493,47,12:07,13:51,1 hours 44 minutes,2022-03-16,Washington,New York,229.0
F3925495,106,11:18,12:27,1 hours 9 minutes,2022-03-16,New York,Washington,229.0
F3925511,64,12:17,13:20,1 hours 3 minutes,2022-03-16,Washington,New York,229.0
F3925532,85,07:52,09:06,1 hours 14 minutes,2022-03-16,New York,Washington,229.0
F3925534,88,14:13,15:43,1 hours 30 minutes,2022-03-16,New York,Washington,229.0
F3925547,112,17:29,18:49,1 hours 20 minutes,2022-03-16,Washington,New York,229.0
F3925578,66,19:25,20:38,1 hours 13 minutes,2022-03-16,New York,Washington,229.0
F3925592,88,17:01,18:12,1 hours 11 minutes,2022-03-16,Washington,New York,229.0
F3925608,100,19:51,20:59,1 hours 8 minutes,2022-03-16,New York,Washington,229.0
F3925610,52,17:21,18:37,1 hours 16 minutes,2022-03-16,New York,Washington,229.0
F3925612,90,14:47,15:59,1 hours 12 minutes,2022-03-16,New York,Washington,229.0
F3925739,109,15:17,16:29,1 hours 12 minutes,2022-03-16,Washington,New York,229.0
F3925742,101,20:28,21:49,1 hours 21 minutes,2022-03-16,Washington,New York,229.0
F3925753,91,08:05,09:19,1 hours 14 minutes,2022-03-16,Washington,New York,229.0
F3925757,75,13:21,14:54,1 hours 33 minutes,2022-03-16,Washington,New York,229.0
F3926064,51,15:32,16:36,1 hours 4 minutes,2022-03-15,New York,Washington,229.0
F3926067,52,10:07,11:19,1 hours 12 minutes,2022-03-15,New York,Washington,229.0
F3926081,68,08:52,10:03,1 hours 11 minutes,2022-03-15,Washington,New York,229.0
F3926083,46,11:08,12:27,1 hours 19 minutes,2022-03-15,Washington,New York,229.0
F3926085,76,11:19,12:30,1 hours 11 minutes,2022-03-15,New York,Washington,229.0
F3926101,79,12:15,13:30,1 hours 15 minutes,2022-03-15,Washington,New York,229.0
F3926122,86,07:54,09:04,1 hours 10 minutes,2022-03-15,New York,Washington,229.0
F3926124,106,13:15,14:17,1 hours 2 minutes,2022-03-15,New York,Washington,229.0
F3926137,96,17:35,19:18,1 hours 43 minutes,2022-03-15,Washington,New York,229.0
F3926168,102,19:21,20:35,1 hours 14 minutes,2022-03-15,New York,Washington,229.0
F3926182,113,17:06,18:16,1 hours 10 minutes,2022-03-15,Washington,New York,229.0
F3926198,83,19:47,21:15,1 hours 28 minutes,2022-03-15,New York,Washington,229.0
F3926200,112,17:23,18:41,1 hours 18 minutes,2022-03-15,New York,Washington,229.0
F3926202,81,14:44,15:54,1 hours 10 minutes,2022-03-15,New York,Washington,229.0
F3926327,97,15:16,16:25,1 hours 9 minutes,2022-03-15,Washington,New York,229.0
F3926330,77,20:29,21:38,1 hours 9 minutes,2022-03-15,Washington,New York,229.0
F3926341,61,08:05,09:21,1 hours 16 minutes,2022-03-15,Washington,New York,229.0
F3926345,60,13:18,14:56,1 hours 38 minutes,2022-03-15,Washington,New York,229.0
F3926410,128,11:06,12:32,1 hours 26 minutes,2022-03-15,Washington,Myrtle Beach,372.0
F3926434,111,13:45,15:02,1 hours 17 minutes,2022-03-15,Myrtle Beach,Washington,372.0
F3926569,131,09:35,11:09,1 hours 34 minutes,2022-03-14,Houston,Pensacola,489.0
F3926594,227,11:42,13:37,1 hours 55 minutes,2022-03-14,Pensacola,Houston,489.0
F3926653,57,15:50,17:02,1 hours 12 minutes,2022-03-14,New York,Washington,229.0
F3926656,110,10:12,11:22,1 hours 10 minutes,2022-03-14,New York,Washington,229.0
F3926670,80,08:53,10:38,1 hours 45 minutes,2022-03-14,Washington,New York,229.0
F3926672,94,11:02,12:18,1 hours 16 minutes,2022-03-14,Washington,New York,229.0
F3926674,71,11:21,12:25,1 hours 4 minutes,2022-03-14,New York,Washington,229.0
F3926690,111,12:18,13:31,1 hours 13 minutes,2022-03-14,Washington,New York,229.0
F3926711,81,07:56,09:08,1 hours 12 minutes,2022-03-14,New York,Washington,229.0
F3926713,96,13:21,14:27,1 hours 6 minutes,2022-03-14,New York,Washington,229.0
F3926724,53,17:32,19:19,1 hours 47 minutes,2022-03-14,Washington,New York,229.0
F3926757,103,19:28,20:44,1 hours 16 minutes,2022-03-14,New York,Washington,229.0
F3926772,54,17:19,18:33,1 hours 14 minutes,2022-03-14,Washington,New York,229.0
F3926787,112,19:58,21:13,1 hours 15 minutes,2022-03-14,New York,Washington,229.0
F3926789,63,17:45,18:48,1 hours 3 minutes,2022-03-14,New York,Washington,229.0
F3926791,63,15:02,16:13,1 hours 11 minutes,2022-03-14,New York,Washington,229.0
F3926922,47,15:17,16:29,1 hours 12 minutes,2022-03-14,Washington,New York,229.0
F3926925,101,20:20,21:26,1 hours 6 minutes,2022-03-14,Washington,New York,229.0
F3926936,99,08:03,09:24,1 hours 21 minutes,2022-03-14,Washington,New York,229.0
F3926940,53,13:17,15:20,2 hours 3 minutes,2022-03-14,Washington,New York,229.0
F3927005,110,11:23,12:45,1 hours 22 minutes,2022-03-14,Washington,Myrtle Beach,372.0
F3927029,86,13:44,15:04,1 hours 20 minutes,2022-03-14,Myrtle Beach,Washington,372.0
F3927164,240,09:30,10:52,1 hours 22 minutes,2022-03-13,Houston,Pensacola,489.0
F3927188,150,11:39,13:29,1 hours 50 minutes,2022-03-13,Pensacola,Houston,489.0
F3927243,83,15:27,16:39,1 hours 12 minutes,2022-03-13,New York,Washington,229.0
F3927246,56,10:31,11:42,1 hours 11 minutes,2022-03-13,New York,Washington,229.0
F3927256,81,09:02,10:51,1 hours 49 minutes,2022-03-13,Washington,New York,229.0
F3927258,55,11:16,12:33,1 hours 17 minutes,2022-03-13,Washington,New York,229.0
F3927259,63,11:30,12:48,1 hours 18 minutes,2022-03-13,New York,Washington,229.0
F3927279,84,12:32,13:57,1 hours 25 minutes,2022-03-13,Washington,New York,229.0
F3927293,91,08:21,09:27,1 hours 6 minutes,2022-03-13,New York,Washington,229.0
F3927294,76,13:21,14:33,1 hours 12 minutes,2022-03-13,New York,Washington,229.0
F3927306,50,17:34,19:11,1 hours 37 minutes,2022-03-13,Washington,New York,229.0
F3927334,70,19:26,21:08,1 hours 42 minutes,2022-03-13,New York,Washington,229.0
F3927347,56,17:01,18:36,1 hours 35 minutes,2022-03-13,Washington,New York,229.0
F3927362,90,19:49,21:57,2 hours 8 minutes,2022-03-13,New York,Washington,229.0
F3927364,83,17:28,18:38,1 hours 10 minutes,2022-03-13,New York,Washington,229.0
F3927366,59,15:15,16:25,1 hours 10 minutes,2022-03-13,New York,Washington,229.0
F3927496,71,15:16,16:25,1 hours 9 minutes,2022-03-13,Washington,New York,229.0
F3927499,81,20:27,23:19,2 hours 52 minutes,2022-03-13,Washington,New York,229.0
F3927510,75,08:07,09:29,1 hours 22 minutes,2022-03-13,Washington,New York,229.0
F3927514,100,13:22,14:34,1 hours 12 minutes,2022-03-13,Washington,New York,229.0
F3927581,89,11:03,13:31,2 hours 28 minutes,2022-03-13,Washington,Myrtle Beach,372.0
F3927599,126,13:59,15:26,1 hours 27 minutes,2022-03-13,Myrtle Beach,Washington,372.0
F3927735,153,09:29,11:12,1 hours 43 minutes,2022-03-12,Houston,Pensacola,489.0
F3927759,166,11:40,13:44,2 hours 4 minutes,2022-03-12,Pensacola,Houston,489.0
F3929977,99,10:04,11:38,1 hours 34 minutes,2022-03-08,Houston,Pensacola,489.0
F3930001,174,12:23,15:02,2 hours 39 minutes,2022-03-08,Pensacola,Houston,489.0
F3930566,133,09:34,11:09,1 hours 35 minutes,2022-03-07,Houston,Pensacola,489.0
F3930591,218,11:39,13:14,1 hours 35 minutes,2022-03-07,Pensacola,Houston,489.0
F3931162,157,09:33,10:59,1 hours 26 minutes,2022-03-06,Houston,Pensacola,489.0
F3931186,222,11:47,13:47,2 hours 0 minutes,2022-03-06,Pensacola,Houston,489.0
F3931996,227,12:16,14:45,2 hours 29 minutes,2022-03-05,Newark,Savannah,708.0
F3932358,275,18:07,20:17,2 hours 10 minutes,2022-03-04,Savannah,Newark,708.0
F3932405,216,15:15,17:17,2 hours 2 minutes,2022-03-04,Newark,Savannah,708.0
F3932933,257,17:22,18:49,2 hours 27 minutes,2022-03-03,Washington,St. Louis,696.0
F3932959,325,07:00,09:42,1 hours 42 minutes,2022-03-03,St. Louis,Washington,696.0
F3932988,304,19:02,21:41,2 hours 39 minutes,2022-03-03,Savannah,Newark,708.0
F3933034,215,15:20,17:35,2 hours 15 minutes,2022-03-03,Newark,Savannah,708.0
F3933090,244,13:02,15:55,1 hours 53 minutes,2022-03-03,St. Louis,Washington,696.0
F3933137,179,10:37,11:56,2 hours 19 minutes,2022-03-03,Washington,St. Louis,696.0
F3933571,251,17:22,18:37,2 hours 15 minutes,2022-03-02,Washington,St. Louis,696.0
F3933598,260,06:43,09:38,1 hours 55 minutes,2022-03-02,St. Louis,Washington,696.0
F3933728,271,12:40,15:35,1 hours 55 minutes,2022-03-02,St. Louis,Washington,696.0
F3933774,219,10:41,12:22,2 hours 41 minutes,2022-03-02,Washington,St. Louis,696.0
F3934211,212,21:51,23:54,3 hours 3 minutes,2022-03-01,Washington,St. Louis,696.0
F3934238,206,06:40,09:42,2 hours 2 minutes,2022-03-01,St. Louis,Washington,696.0
F3934368,162,12:42,15:38,1 hours 56 minutes,2022-03-01,St. Louis,Washington,696.0
F3934414,299,10:34,11:58,2 hours 24 minutes,2022-03-01,Washington,St. Louis,696.0
F3935566,228,12:50,13:59,2 hours 9 minutes,2022-03-01,Washington,St. Louis,719.0
F3935567,147,08:35,10:03,2 hours 28 minutes,2022-03-01,Washington,St. Louis,719.0
F3935568,310,18:48,19:52,2 hours 4 minutes,2022-03-01,Washington,St. Louis,719.0
F3937819,244,13:42,16:31,1 hours 49 minutes,2022-03-01,St. Louis,Washington,719.0
F3937820,160,08:21,11:08,1 hours 47 minutes,2022-03-01,St. Louis,Washington,719.0
F3937821,283,16:20,19:05,1 hours 45 minutes,2022-03-01,St. Louis,Washington,719.0
F3938831,435,17:05,18:58,2 hours 53 minutes,2022-03-02,Washington,Omaha,1012.0
F3938835,220,12:52,14:04,2 hours 12 minutes,2022-03-02,Washington,St. Louis,719.0
F3938836,321,08:21,09:30,2 hours 9 minutes,2022-03-02,Washington,St. Louis,719.0
F3938837,191,18:52,20:04,2 hours 12 minutes,2022-03-02,Washington,St. Louis,719.0
F3940295,211,11:47,15:01,2 hours 14 minutes,2022-03-02,Omaha,Washington,1012.0
F3941088,349,13:39,16:32,1 hours 53 minutes,2022-03-02,St. Louis,Washington,719.0
F3941089,356,09:22,12:07,1 hours 45 minutes,2022-03-02,St. Louis,Washington,719.0
F3941090,158,15:47,18:24,1 hours 37 minutes,2022-03-02,St. Louis,Washington,719.0
F3942114,248,14:53,16:47,1 hours 54 minutes,2022-03-03,Washington,Jacksonville,634.0
F3942129,281,16:34,18:26,2 hours 52 minutes,2022-03-03,Washington,Omaha,1012.0
F3942133,286,12:50,13:59,2 hours 9 minutes,2022-03-03,Washington,St. Louis,719.0
F3942134,229,08:23,09:42,2 hours 19 minutes,2022-03-03,Washington,St. Louis,719.0
